Wall time,Step,Value
1567351814.7149792,50000,14.937796592712402
1567354645.6433074,100000,257.9561462402344
1567357466.5813217,150000,29.88224983215332
1567360292.3481896,200000,17.352060317993164
1567363078.0061727,250000,15.965790748596191
1567365914.667732,300000,14.360833168029785
1567368729.7250905,350000,13.302416801452637
1567371543.3278227,400000,12.852115631103516
1567374371.7724512,450000,12.65938949584961
1567377207.3857374,500000,12.471495628356934
1567380037.1152806,550000,12.441213607788086
1567382856.5817027,600000,12.461590766906738
1567385657.6012843,650000,12.430561065673828
1567388480.9679127,700000,12.524561882019043
1567391304.983489,750000,12.72663688659668
1567394181.5384328,800000,12.706892967224121
1567396970.9844208,850000,12.545197486877441
1567399778.8482301,900000,12.684829711914062
1567402586.86232,950000,12.848264694213867
1567405438.430336,1000000,12.650300025939941
1567408287.186652,1050000,12.612077713012695
1567411120.7834668,1100000,12.79078483581543
1567413952.917509,1150000,12.708221435546875
1567416791.5252488,1200000,12.704944610595703
1567419778.7892208,1250000,12.734918594360352
1567422699.383795,1300000,12.81955337524414
1567425582.0613387,1350000,12.893195152282715
1567428419.8176897,1400000,12.731596946716309
1567431266.0470364,1450000,12.666686058044434
1567434176.604683,1500000,12.755378723144531
1567437106.85755,1550000,12.645562171936035
1567439987.127479,1600000,12.80460262298584
1567442929.3061042,1650000,12.64329719543457
1567445738.2434862,1700000,12.677438735961914
1567448422.6022828,1750000,12.839841842651367
1567451106.0611894,1800000,12.743035316467285
1567453810.2196512,1850000,12.737099647521973
1567456517.3800795,1900000,12.75239372253418
1567459244.0504544,1950000,12.594447135925293
1567461939.0713768,2000000,12.627326011657715
1567464618.087074,2050000,12.767389297485352
1567467312.0897214,2100000,12.726588249206543
1567470020.04571,2150000,12.84726333618164
1567472731.8804321,2200000,12.812150955200195
1567475447.2755275,2250000,12.809244155883789
1567478203.5499878,2300000,12.846256256103516
1567480992.3839953,2350000,12.72314453125
1567483742.285736,2400000,12.728245735168457
1567486477.3653746,2450000,12.760183334350586
1567489251.1574783,2500000,12.839427947998047
1567492015.3154223,2550000,12.836816787719727
1567494800.637473,2600000,12.728160858154297
1567497577.749606,2650000,12.776080131530762
1567500346.644547,2700000,12.863006591796875
1567503138.5166955,2750000,12.871003150939941
1567505923.7009702,2800000,12.709518432617188
1567508707.7198825,2850000,12.91379451751709
1567511464.5964754,2900000,12.818754196166992
1567514242.8062084,2950000,12.799768447875977
1567516968.7546248,3000000,12.898571968078613
1567519731.196892,3050000,12.89206314086914
1567522498.1779222,3100000,12.848095893859863
1567525248.7747955,3150000,12.835831642150879
1567527998.1162744,3200000,12.920839309692383
1567530739.9322498,3250000,13.036345481872559
1567533469.6339338,3300000,12.971710205078125
1567536205.6981597,3350000,12.93010425567627
1567538972.8479257,3400000,12.890239715576172
1567541702.8102808,3450000,12.916372299194336
1567544429.1511264,3500000,12.918072700500488
1567547144.655599,3550000,12.926469802856445
1567549869.0711017,3600000,13.222589492797852
1567552556.0983593,3650000,13.004867553710938
1567555261.5439973,3700000,12.775659561157227
1567557938.3712258,3750000,12.837489128112793
1567560625.5924077,3800000,12.93960952758789
1567563318.6407912,3850000,12.836411476135254
1567566072.9127152,3900000,12.910338401794434
1567568838.5210085,3950000,13.075705528259277
1567571616.430101,4000000,13.145813941955566
1567574394.242604,4050000,13.087259292602539
1567577145.5177076,4100000,13.04783821105957
