Wall time,Step,Value
1565751734.5119019,6,12.5
1565751751.7448773,7,39.20000076293945
1565751770.576422,11,8.100000381469727
1565751781.5459394,12,25.200000762939453
1565751808.0138204,14,31.299999237060547
1565751828.8259532,15,39.900001525878906
1565751844.4665494,16,34.29999923706055
1565751854.3125656,17,20.299999237060547
1565751871.4339042,18,39.400001525878906
1565751880.5451612,19,20.399999618530273
1565751885.5129967,20,12.199999809265137
1565751890.1781995,21,11.800000190734863
1565751921.5089488,25,11.0
1565751934.4854758,26,29.100000381469727
1565752040.5171266,34,13.5
1565752046.4380503,35,12.5
1565752078.5723019,37,24.899999618530273
1565752105.3055222,40,32.400001525878906
1565752112.6656508,41,16.399999618530273
1565752133.830476,43,17.600000381469727
1565752138.7966104,44,10.5
1565752155.9323962,45,40.5
1565752159.2001176,46,6.699999809265137
1565752180.3216295,48,28.799999237060547
1565752188.5492263,50,10.300000190734863
1565752196.7900538,51,19.399999618530273
1565752250.701632,54,8.699999809265137
1565752263.8255353,55,31.200000762939453
1565752267.4061754,56,6.800000190734863
1565752280.0084567,57,27.899999618530273
1565752301.6415508,58,50.099998474121094
1565752331.5275586,61,21.0
1565752337.5657284,62,14.5
1565752364.72592,64,26.5
1565752375.9000626,66,16.700000762939453
1565752393.010077,67,42.599998474121094
1565752399.247488,68,13.0
1565752408.0213082,69,18.299999237060547
1565752430.0357604,72,21.200000762939453
1565752443.362477,73,30.299999237060547
1565752451.4121478,74,19.5
1565752464.463693,75,31.0
1565752480.6218154,77,6.900000095367432
1565752500.1329186,80,15.5
1565752562.5550811,85,24.299999237060547
1565752570.9403474,86,16.600000381469727
1565752575.731642,87,8.600000381469727
1565752580.4954302,88,9.5
1565752583.7549043,89,7.5
1565752615.728074,90,71.0999984741211
1565752680.077623,95,17.399999618530273
1565752766.2144446,103,21.100000381469727
1565752787.3065853,105,40.099998474121094
1565752793.893381,106,15.100000381469727
1565752816.3923743,107,49.79999923706055
1565752882.179765,114,6.0
1565752921.6942399,117,7.599999904632568
1565752935.0315864,119,9.600000381469727
1565752948.0565903,120,27.299999237060547
1565752958.8964322,121,22.700000762939453
1565753011.004686,125,6.199999809265137
1565753014.464988,126,6.199999809265137
