Wall time,Step,Value
1571905449.7353148,50000,1.9186837673187256
1571907646.8791432,100000,1.64436936378479
1571909861.9030666,150000,1.97983980178833
1571912086.3532321,200000,2.055222749710083
1571914358.5209172,250000,2.417475938796997
1571916635.100548,300000,2.7939975261688232
1571918932.352712,350000,3.035133123397827
1571921231.221255,400000,3.379608631134033
1571923535.146777,450000,3.8245058059692383
1571925836.599965,500000,4.380629062652588
1571928117.5332859,550000,4.651732444763184
1571930451.7292082,600000,4.686021327972412
1571932764.8499897,650000,4.855433464050293
1571935054.281523,700000,5.199914455413818
1571937403.7853184,750000,5.600602626800537
1571939699.8534102,800000,6.237037658691406
1571941987.267434,850000,6.618093490600586
1571944255.325164,900000,6.568554401397705
1571946516.756644,950000,7.695961952209473
1571948778.2420652,1000000,8.407304763793945
1571951029.2032826,1050000,8.496403694152832
1571953294.1913939,1100000,8.779450416564941
1571955555.876917,1150000,9.139144897460938
1571957824.119933,1200000,9.314153671264648
1571960092.439745,1250000,9.55105209350586
1571962352.0571148,1300000,9.81374740600586
1571964618.019063,1350000,9.870254516601562
1571966920.9162421,1400000,10.057294845581055
1571969241.9079604,1450000,10.115801811218262
1571971497.9005587,1500000,10.228668212890625
1571973809.757356,1550000,10.255698204040527
1571976052.9835622,1600000,10.511016845703125
1571978358.4311647,1650000,10.65352725982666
1571980638.2869263,1700000,10.847785949707031
1571982969.2033174,1750000,10.593481063842773
1571985232.2099845,1800000,10.765308380126953
1571987479.5871854,1850000,10.784542083740234
1571989764.8888445,1900000,10.871820449829102
1571992051.8220408,1950000,10.987133026123047
1571994332.4883635,2000000,11.2045259475708
1571996640.4298236,2050000,11.182077407836914
1571998929.7486825,2100000,11.10751724243164
1572001241.6713476,2150000,11.427075386047363
1572003506.9470909,2200000,11.259916305541992
1572005721.858211,2250000,11.454841613769531
1572007959.4822755,2300000,11.618504524230957
1572010261.456507,2350000,11.610363006591797
1572012576.7883165,2400000,11.689902305603027
1572014936.9961703,2450000,11.832740783691406
1572017393.2813723,2500000,11.896988868713379
1572019679.6149194,2550000,11.807106971740723
1572022002.0598876,2600000,11.811312675476074
1572024437.5817044,2650000,12.075648307800293
1572026840.138719,2700000,12.172507286071777
1572029185.7468317,2750000,12.192036628723145
1572031444.1033478,2800000,12.299112319946289
1572033713.3083186,2850000,12.303666114807129
1572035968.345,2900000,12.237950325012207
1572038212.2530544,2950000,12.268221855163574
1572040464.3926477,3000000,12.435027122497559
1572042685.7555144,3050000,12.53508186340332
1572044875.129314,3100000,12.488507270812988
1572047069.6565552,3150000,12.55078411102295
1572049257.9083624,3200000,12.60146427154541
1572051446.1576416,3250000,12.488438606262207
1572053636.1722553,3300000,12.38338565826416
1572055861.5254977,3350000,12.419820785522461
1572058053.2359939,3400000,12.414543151855469
1572060249.656558,3450000,12.43764877319336
1572062461.2510703,3500000,12.432016372680664
1572064645.3941302,3550000,12.520306587219238
1572066837.8479187,3600000,12.525863647460938
1572069060.3719106,3650000,12.532008171081543
1572071266.7977676,3700000,12.461787223815918
1572073502.7937818,3750000,12.499682426452637
1572075705.177846,3800000,12.402864456176758
1572077919.5998528,3850000,12.438545227050781
1572080137.1615577,3900000,12.427264213562012
